2022-06-19 20:43:53.278961 | data
2022-06-19 20:43:55.284697 | data
2022-06-19 20:43:57.290039 | data
2022-06-19 20:43:59.300554 | data
2022-06-19 20:44:01.322535 | data
2022-06-19 20:44:03.333447 | data
2022-06-19 20:44:05.354044 | data
2022-06-19 20:44:07.370105 | data
2022-06-19 20:44:09.386115 | data
2022-06-19 20:44:11.396435 | data
2022-06-19 20:44:13.396988 | data
2022-06-19 20:44:15.407151 | data
2022-06-19 20:44:17.423457 | data
2022-06-19 20:44:19.446312 | data
2022-06-19 20:44:21.450254 | data
2022-06-19 20:44:23.455449 | data
2022-06-19 20:44:25.460769 | data
2022-06-19 20:44:27.476929 | data
2022-06-19 20:44:29.489969 | data
2022-06-19 20:44:31.503404 | data
2022-06-19 20:44:33.514096 | data
2022-06-19 20:44:35.519574 | data
2022-06-19 20:44:37.526911 | data
2022-06-19 20:44:39.535590 | data
2022-06-19 20:44:41.546426 | data
2022-06-19 20:44:43.552889 | data
2022-06-19 20:44:45.557304 | data
2022-06-19 20:44:47.562830 | data
2022-06-19 20:44:49.568777 | data
2022-06-19 20:44:51.577168 | data
2022-06-19 20:51:59.594815 | data
2022-06-19 20:52:01.609174 | data
2022-06-19 20:52:03.625041 | data
2022-06-19 20:52:05.630646 | data
2022-06-19 20:52:07.657204 | data
2022-06-19 20:52:09.673321 | data
2022-06-19 20:52:11.678599 | data
2022-06-19 20:52:13.694492 | data
2022-06-19 20:52:15.699879 | data
2022-06-19 20:52:17.705305 | data
2022-06-19 20:52:19.716470 | data
2022-06-19 20:52:21.726310 | data
2022-06-19 20:52:23.742158 | data
2022-06-19 20:52:25.756896 | data
2022-06-19 20:52:27.768253 | data
2022-06-19 20:52:29.777825 | data
2022-06-19 20:52:31.782143 | data
2022-06-19 20:52:33.794856 | data
2022-06-19 20:52:35.810270 | data
2022-06-19 20:52:37.821805 | data
2022-06-19 20:52:39.826400 | data
2022-06-19 20:52:41.827337 | data
2022-06-19 20:52:43.832002 | data
2022-06-19 20:52:45.835572 | data
2022-06-19 20:52:47.848043 | data
2022-06-19 20:52:49.848983 | data
2022-06-19 20:52:51.857382 | data
2022-06-19 20:52:53.867519 | data
2022-06-19 20:52:55.869918 | data
2022-06-19 20:52:57.884406 | data
